paper_id;Title;Keywords;Abstract;year;Session;
60;DeepGamble: Towards unlocking real-time player intelligence using multi-layer instance segmentation and attribute detection;player intelligence, instance segmentation, montecarlo simulation, blackjack, wager detection, strategy evaluation, card counting;Annually the gaming industry spends approximately $15 billion in marketing reinvestment. However, this amount is spent without any consideration for the skill and luck of the player. For a casino, an unskilled player could fetch ~4× more revenue than a skilled player. This paper describes a video recognition system that is based on an extension of the Mask R-CNN model. Our system digitizes the game of blackjack by detecting cards and player bets in real time and processes decisions they took in order to create accurate player personas. Our proposed supervised learning approach consists of a specialized three-stage pipeline that takes images from two viewpoints of the casino table and does instance segmentation to generate masks on proposed regions of interests. These predicted masks along with derivative features are used to classify image attributes that are passed onto the next stage to assimilate the gameplay understanding. Our end-to-end model yields an accuracy of ~95% for main bet detection and ~98% for card detection in a controlled environment trained using transfer learning approach with 900 training examples. Our approach is generalizable and scalable and shows promising results in varied gaming scenarios and test data. Such granular level gathered data, helped in understanding player's deviation from optimal strategy and thereby separate the skill of the player from the luck of the game. Our system also assesses the likelihood of card counting by correlating player's betting pattern to the deck's scaled count. Such a system lets casinos flag fraudulent activity and calculate expected personalized profitability for each player and tailor their marketing reinvestment decisions.;2020;Computer Vision and Image Segmentation (n8);
61;Ensemble CNN in Transform Domains for Image Super-resolution from Small Data Sets;Image Reconstruction, Image Super-resolution, Convolutional Neural Network, Transform Domain, Sparse Transformations;In this paper, we develop a method to recover high-resolution images from small training data sets by combining ideas inspired by compressive sensing, super-resolution neural networks, and ensemble learning. The key idea is that the frequency domain, and other transformed domains, where images can be presented sparsely can be used to ensemble a robust model and improve the performance of super-resolution convolutional neural networks. Fourier and wavelet representations are popular candidates since they provide sparse image representations but, the selection of an optimal transform domain is challenging since each type of transformation may be superior for different sub-image patches in different application domains. Herein, we propose an ensemble method for robustly selecting the appropriate sparsifying transform from limited available data. Our proposed ensemble CNN decides the best choice of transform domains for each sub-image patch and combines the patches to provide a general optimal solution for the entire image.;2020;Computer Vision and Image Segmentation (n8);
62;PENet: Object Detection Using Points Estimation in High Definition Aerial Images;object detection, coarse to fine, anchor-free;Aerial imagery has been increasingly adopted in mission-critical tasks, such as traffic surveillance, smart cities, and disaster assistance. However, identifying objects from aerial images faces the following challenges: 1) objects of interests are often too small and too dense relative to the images;2020;Computer Vision and Image Segmentation (n8);
63;EVISClass: a new evaluation method for image data stream classifiers;image data stream, image classification, classification evaluation;Methods for image data stream classification need to update their model constantly and many of these perform this in a supervised way. However, these studies evaluate the performance of their methods assuming that all labels will be available immediately after classification, which is not consistent with various real-world application scenarios. This article proposes a new evaluation method for image data stream classifiers that allows for the exploration of different issues present in real-world applications, such as the emergence of new classes, the evolution of existing classes, and delayed image labels after classification. Through an analysis of the experimental results, we verified that the proposed evaluation method allowed the identification of the issues that most impact the accuracy of the image classifier, indicating a need to direct efforts in carrying out future works to develop strategies to mitigate these issues.;2020;Computer Vision and Image Segmentation (n8);
64;Conditional Score Matching for Image to Image Regression;Image-to-image regression, generative model, conditional score matching, Langevin dynamics;Image to image regression is an essential machine learning problem that is commonly encountered in computer vision tasks. Previous research works have been concentrating on task-dependent end-to-end regression models. Although such a discriminative approach has shown its proficiency in producing precise predictions, its architecture is usually overly complicated for interpretation and unable to provide uncertainty quantification for prediction. We propose a general image to image regression framework named CSMNet which is based on conditional score matching and Langevin dynamics. The proposed framework is generative and emphasize on the probabilistic perspective of general image to image regression. Discriminative models are also involved as sufficient feature extractors to complement the generative modeling of the distribution of the target image conditioned an input image. The proposed model is trained by multi-level denoising score matching. Subsequently, the learned model is used for sampling from the conditional distribution via annealed Langevin dynamics. We introduce a grid selection procedure of Langevin sampling which can produce robust prediction. Comprehensive experiments are conducted on diverse image to image regression problems. The proposed model surpasses other purely generative models and achieves comparable performance to some end-to-end regression methods. Our method also demonstrates remarkable generalization ability which further demonstrates the advantage of the proposed conditional score matching framework.;2020;Computer Vision and Image Segmentation (n8);
65;Evaluating The Number of Trainable Parameters on Deep Maxout and LReLU Networks for Visual Recognition;maxout networks, activation functions, deep learning, convolutional neural networks;Object recognition research has made notable steps since the appearance of convolutional neural networks, and many activation functions have been proposed to enhance the classification performance of these networks. Maxout networks have achieved great success in many computer vision tasks, but there is limited information on whether an increase in the number of trainable parameters can increase the performance in Leaky Rectified Linear Unit (LReLU) networks compared to maxout networks. Our experiments compare LReLU, rectified linear unit, scaled exponential linear unit, and hyperbolic tangent to four maxout variants. We evaluate ReLU and LReLU with 2x, 3x and 6x the number of filters in each convolutional layer. We also evaluate ReLU, LReLU and maxout networks with approximately the same number of trainable parameters. Under equal conditions, we found that on average, across all datasets, LReLU performs better than any of the evaluated activation functions.;2020;Computer Vision and Image Segmentation (n8);
66;Enhanced Anisotropic Diffusion-based CNN-LSTM Architecture for Video Face Liveness Detection;face liveness detection, diffusion, CNN-LSTM, Replay-Attack dataset;While considerable research has been recently done in improving the accuracy of face liveness detection, the best current approaches use a two-step process of first applying non-linear anisotropic diffusion to the incoming image and then using a deep network for final liveness decision. We develop a novel deep architecture for face liveness detection on video frames that uses the diffusion of images followed by a deep Convolutional Neural Network (CNN) and a Long Short-Term Memory (LSTM) to classify the video sequence as real or fake. Even though the use of CNN followed by LSTM is not new, combining it with diffusion (that has proven to be the best approach for single image liveness detection) is novel. Performance evaluation of our architecture on the REPLAY-ATTACK dataset yields competitive results with 98.64% accuracy and an HTER of 3.63%.;2020;Computer Vision and Image Segmentation (n8);
67;Loss Scheduling for Class-Imbalanced Image Segmentation Problems;Machine Learning, Loss Scheduling, Semantic Segmentation, Pixel Classification, Model Calibration, Class Im-balance, Transfer Learning, Cross Entropy, Dice Loss;When training a classifier the choice of loss function heavily influences the characteristics of the resulting model. The most commonly used loss function for classification is cross entropy. In image segmentation problems where each pixel is assigned to a particular class, overlap-based losses have recently been shown to improve classifier performance especially for datasets with an imbalanced class distribution. This is particu-larly relevant to segmentation because class imbalance mitigation strategies used in regular classification are often not applicable. Overlap-based losses, however, have different drawbacks. We are aiming at combining the upsides of different losses with a simple scheduling scheme during training while minimizing their downsides. Gradually transitioning from an overlap-based dice loss to cross entropy allows to reliably select a distinct minimum in the optimization landscape as a valuable alternative to results obtained from traditional unscheduled loss functions. We demonstrate the efficacy of our approach on different combinations of loss functions, datasets, and models.;2020;Computer Vision and Image Segmentation (n8);
68;Refined Plane Segmentation for Cuboid-Shaped Objects by Leveraging Edge Detection;object segmentation, plane segmentation, edge detection, augmented reality, logistics;Recent advances in the area of plane segmentation from single RGB images show strong accuracy improvements and now allow a reliable segmentation of many indoor scenes into planes. Nonetheless, fine-grained details of these segmentation masks are still lacking accuracy, thus restricting the usability of such techniques on a larger scale in numerous applications, such as inpainting for Augmented Reality use cases. We propose to enhance deep learning based methods with classical model-based approaches by aligning the segmented plane masks with edges detected in the image. This allows us to increase the accuracy of state-of-the-art approaches, while limiting ourselves to cuboid-shaped objects. Our approach is motivated by logistics, where this assumption is valid and refined planes can be used to perform robust object detection without the need for supervised learning. Results for two baselines and our approach are reported on our own dataset, which we made publicly available. The results show a consistent improvement over the state-of-the-art. The influence of the prior segmentation and the edge detection is investigated and finally, areas for future research are proposed.;2020;Computer Vision and Image Segmentation (n8);
69;Deep Learning Based Covert Attack Identification for Industrial Control Systems;cybersecurity, industrial control system, smart grid, LSTM;Cybersecurity of Industrial Control Systems (ICS) is drawing significant concerns as data communication increasingly leverages wireless networks. A lot of data-driven methods were developed for detecting cyberattacks, but few are focused on distinguishing them from equipment faults. In this paper, we develop a data-driven framework that can be used to detect, diagnose, and localize a type of cyberattack called covert attacks on smart grids. The framework has a hybrid design that combines an autoencoder, a recurrent neural network (RNN) with a Long-Short-Term-Memory (LSTM) layer, and a Deep Neural Network (DNN). This data-driven framework considers the temporal behavior of a generic physical system that extracts features from the time series of the sensor measurements that can be used for detecting covert attacks, distinguishing them from equipment faults, as well as localize the attack/fault. We evaluate the performance of the proposed method through a realistic simulation study on the IEEE 14-bus model as a typical example of ICS. We compare the performance of the proposed method with the traditional model-based method to show its applicability and efficacy.;2020;Deep Learning (1) (j21);
70;Deep Learning for Automatic Quality Grading of Mangoes: Methods and Insights;quality grading of fruits, mangoes, computer vision, convolutional neural networks (CNN), transfer learning;The quality grading of mangoes is a crucial task for mango growers as it vastly affects their profit. However, until today, this process still relies on laborious efforts of humans, who are prone to fatigue and errors. To remedy this, the paper approaches the grading task with various convolutional neural networks (CNN), a tried-and-tested deep learning technology in computer vision. The models involved include Mask R-CNN (for background removal), the numerous past winners of the ImageNet challenge, namely AlexNet, VGGs, and ResNets;2020;Deep Learning (1) (j21);
71;A Deep Learning Framework for Ensuring Responsible Play in Skill-based Cash Gaming;Responsible game play, game prudence, skilled-based cash games, deep learning, adversarial auto-encoder, LSTM, problem gambling, addiction;Games of skill are an excellent source of recreation, entertainment and relaxation. However when these games are played with real money, the important facet of responsible game play must be addressed rigorously and efficiently by game providers. Ensuring game prudence, whereby users play real-money skill games only for entertainment purposes, and do so well within their resourceful means, necessary for the wellness of players, and also for the sustained engagement and retention of players in the system. To this end, in this work we present a deep learning model that helps identify players who are on the verge of displaying irresponsible or addictive game play in a fully unsupervised manner. We use a combination of long short-term memory and adversarial auto-encoder networks to analyze game play along three tell-tale dimensions of immoderation, namely, money, time and despair. Our model provides a state of the art solution for identifying a precise set of problem gamers in skill-based cash games well ahead of time, effectively addressing the challenges of (i) extreme class imbalance, (ii) sparse and incomplete ground truth, (iii) overlapping behavioral patterns between risky and non-risky but highly engaged players.;2020;Deep Learning (1) (j21);
72;Rapid Class Augmentation For Continuous Deep Learning Applications;progressive learning, deep neural networks, on-line adaptive algorithms;The amount of time required to train most deep neural networks makes them ill-suited for continuous learning applications where one would like to augment existing models with new classes on-the-edge and on-the-fly. This paper presents a new type of progressive learning approach called Rapid Class Augmentation (RCA) that can be used to rapidly augment an existing classifier with new classes. RCA has the distinguishing properties of optimizer feature memory and a class initialization vector that enable it to train on only the new class examples while optimally updating all the model’s classification weights. This paper will demonstrate that these properties allow RCA to augment existing models much faster and with reduced data storage requirements than conventional progressive learning techniques that rely on stochastic gradient descent optimization. This rapid class augmentation capability is expected to be especially advantageous for near real-time perception tasks that require continuous learning of new network classes on platforms with limited data storage and compute power.;2020;Deep Learning (1) (j21);
73;Crafting Adversarial Examples for Deep Learning Based Prognostics;deep learning, Prognostics, PHM, adversarial example, predictive maintenance, turbofan engine, IoT, cybersecurity, FGSM, BIM;In manufacturing, unexpected failures are considered a primary operational risk, as they can hinder productivity and can incur huge losses. State-of-the-art Prognostics and Health Management (PHM) systems incorporate Deep Learning (DL) algorithms and Internet of Things (IoT) devices to ascertain the health status of equipment, and thus reduce the downtime, maintenance cost and increase the productivity. Unfortunately, IoT sensors and DL algorithms, both are vulnerable to cyber attacks, and hence pose a significant threat to PHM systems. In this paper, we adopt the adversarial example crafting techniques from the computer vision domain and apply them to the PHM domain. Specifically, we craft adversarial examples using the Fast Gradient Sign Method (FGSM) and Basic Iterative Method (BIM) and apply them on the Long Short-Term Memory (LSTM), Gated Recurrent Unit (GRU), and Convolutional Neural Network (CNN) based PHM models. We evaluate the impact of adversarial attacks using NASA’s turbofan engine dataset. The obtained results show that all the evaluated PHM models are vulnerable to adversarial attacks and can cause a serious defect in the remaining useful life estimation. The obtained results also show that the crafted adversarial examples are highly transferable and may cause significant damages to PHM systems.;2020;Deep Learning (1) (j21);
74;Efficient Defect Detection from Consecutive Monocular Images by Deep Learning;anomaly detection, visual defect detection, self-supervised depth estimation, object detection, deep learning;This paper deals with the problem of detecting surface cavities on metal castings that must be distinguished from their lookalike non-defective substances embedding on the surface. As general detection methods working on the basis of single 2D appearance and patterns are easily fooled by their similar 2D appearance and less suitable, the 3D geometry, e.g. depth, of the scene must also be considered. However, ground-truth depth maps are formidable and cumbersome to obtain, even with the help of modern depth-sensing devices. We present an automated framework for effectively detecting surface cavities from only monocular vision by leveraging consecutive images from different views. We first employ an object detector to localize regions of interest (ROIs) that are candidates for defect detection, including cavities and cavity lookalikes, intuitively identical to the way human vision operates by focusing on the most important regions. We then predict and extract the pixel-wise depths of the detected ROIs with a depth estimator, which is trained in an unsupervised manner from sequences of 3 consecutive monocular images taken at different camera poses based on their relative depth consistency. The object detector and the depth estimator jointly track the ROIs over a number of images from continuous views for thorough examination. Experimental results with a real-world dataset demonstrate that our method is able to identify and characterize cavity defects into deeper regions for ease of detection.;2020;Deep Learning (1) (j21);
75;Theoretical Analysis of the Advantage of Deepening Neural Networks;deep learning theory, expressivity, approximation accuracy, linear region;We propose two new criteria to understand the advantage of deepening neural networks. It is important to know the expressivity of functions computable by deep neural networks in order to understand the advantage of deepening neural networks. Unless deep neural networks have enough expressivity, they cannot have good performance even though learning is successful. In this situation, the proposed criteria contribute to understanding the advantage of deepening neural networks since they can evaluate the expressivity independently from the efficiency of learning. The first criterion shows the approximation accuracy of deep neural networks to the target function. This criterion has the background that the goal of deep learning is approximating the target function by deep neural networks. The second criterion shows the property of linear regions of functions computable by deep neural networks. This criterion has the background that deep neural networks whose activation functions are piecewise linear are also piecewise linear. Furthermore, by the two criteria, we show that to increase layers is more effective than to increase units at each layer on improving the expressivity of deep neural networks.;2020;Deep Learning (1) (j21);
76;Heart Audio Classification Using Deep Learning;CVD, Phonocardiograms, Mel-Freq Cepstral Coefficient, Gammatone Frequency Cepstral Coefficient Recurrent networks, SVM, XGBoost, CNN, LSTM;Cardiovascular diseases have been a major cause of deaths amongst the world population. Approximately 17.1 million cases of deaths due to CVD were reported in 2004, this accounts for 29% of the global deaths. Nearly 7.2 million of these cases were related to myocardial heart disease. Thus any approach that could assist in identification of heart disease at preliminary stage is of the utmost importance in improving this elevating index. The work is an advancement in this domain by providing an approach for classification of heart audio samples using some state of the art deep learning techniques. It aims at implementing some existing segmentation techniques along with feature engineering in the audio domain. It also involves a comparative analysis of some existing machine learning algorithms like Support Vector Machine (SVM), Gradient boosting trees, eXtreme Gradient Boosting (XGBoost) along with the deep learning techniques like Convolutional networks(CNN), and recurrent networks like simple Recurrent Neural Networks(RNN), Long Short Term Memory(LSTM). The precision values used to report the model performance comes out to be best for the HybridCNN with about precision of 1 for artifact, 0.906 for normal and 0.859 for murmur category.;2020;Deep Learning (1) (j21);
77;Deep Learning-based Symbolic Indoor Positioning using the Serving eNodeB;Cellular Networks, Dataset, Deep Learning, Denoising Autoencoder, eNodeB, Symbolic Indoor Positioning;This paper presents a novel indoor positioning method designed for residential apartments. The proposed method makes use of cellular signals emitting from a serving eNodeB which eliminates the need for specialized positioning infrastructure. Additionally, it utilizes Denoising Autoencoders to mitigate the effects of cellular signal loss. We evaluated the pro-posed method using real-world data collected from two different smartphones inside a representative apartment of eight symbolic spaces. Experimental results verify that the proposed method outperforms conventional symbolic indoor positioning techniques in various performance metrics. To promote reproducibility and foster new research efforts, we made all the data and codes associated with this work publicly available.;2020;Deep Learning (1) (j21);
78;Generalized Adversarial Distances to Efficiently Discover Classifier Errors;machine learning, Classification algorithms;Given a black-box classification model and an unlabeled evaluation dataset from some application domain, efficient strategies need to be developed to evaluate the model. Random sampling allows a user to estimate metrics like accuracy, precision, and recall, but may not provide insight to high-confidence errors. High-confidence errors are rare events for which the model is highly confident in its prediction, but is wrong. Such errors can represent costly mistakes and should be explicitly searched for. In this paper we propose a generalization to the Adversarial Distance search that leverages concepts from adversarial machine learning to identify predictions for which a classifier may be overly confident. These predictions are useful instances to sample when looking for high-confidence errors because they are prone to a higher rate of error than expected. Our generalization allows Adversarial Distance to be applied to any classifier or data domain. Experimental results show that the generalized method finds errors at rates greater than expected given the confidence of the sampled predictions, and outperforms competing methods.;2020;Advanced Classification Methods with Applications (f8);
79;Segmentation of Multi-State Compound Waveform and Extraction of Features for Anomaly Detection;Waveform segmentation, feature extraction, state detection, overshoot, undershoot, spike, kernel density estimation, clustering, IEEE Standard;In a semiconductor fabrication plant, various types of sensors are installed at various equipment of various processes to monitor the quality of the products and the progress of various processes. These sensors generate a huge volume of time-series waveform data, which are used for failure prognostics, failure diagnosis, and anomaly detection using supervised or unsupervised classifiers. For this purpose, automatic extraction of features from a huge volume of waveform data is needed;2020;Advanced Classification Methods with Applications (f8);
80;Kernel Ridge Regression Using Importance Sampling with Application to Seismic Response Prediction;Kernel methods, regression analysis, computational complexity, importance sampling, structural engineering;Scalable kernel methods, including kernel ridge regression, often rely on low-rank matrix approximations using the Nyström method, which involves selecting landmark points from large data sets. The existing approaches to selecting landmarks are typically computationally demanding as they require manipulating and performing computations with large matrices in the input or feature space. In this paper, our contribution is twofold. The first contribution is to propose a novel landmark selection method that promotes diversity using an efficient twostep approach. Our landmark selection technique follows a coarse to fine strategy, where the first step computes importance scores with a single pass over the whole data. The second step performs K-means clustering on the constructed coreset to use the obtained centroids as landmarks. Hence, the introduced method provides tunable trade-offs between accuracy and efficiency. Our second contribution is to investigate the performance of several landmark selection techniques using a novel application of kernel methods for predicting structural responses due to earthquake load and material uncertainties. Our experiments exhibit the merits of our proposed landmark selection scheme against baselines.;2020;Advanced Classification Methods with Applications (f8);
81;HASeparator: Hyperplane-Assisted Softmax;Discriminative feature learning, convolutional neural networks, hyperplane-assisted loss;Efficient feature learning with Convolutional Neural Networks (CNNs) constitutes an increasingly imperative property since several challenging tasks of computer vision tend to require cascade schemes and modalities fusion. Feature learning aims at CNN models capable of extracting embeddings, exhibiting high discrimination among the different classes, as well as intra-class compactness. In this paper, a novel approach is introduced that has separator, which focuses on an effective hyperplane-based segregation of the classes instead of the common class centers separation scheme. Accordingly, an innovatory separator, namely the Hyperplane-Assisted Softmax separator (HASeparator), is proposed that demonstrates superior discrimination capabilities, as evaluated on popular image classification benchmarks.;2020;Advanced Classification Methods with Applications (f8);
82;Dimension Estimation Using Autoencoders with Applications to Financial Market Analysis;PCA, Autoencoder, dimension estimation;Dimension Estimation (DE) and Dimension Reduction (DR) are two closely related topics, but with quite different goals. In DR, one attempts to project a random vector, either linearly or non-linearly, to a lower dimensional space that preserves the information contained in the original higher dimensional space. However, in DE, one attempts to estimate the intrinsic dimensionality or number of latent variables in a set of measurements of a random vector. DE and DR are closely linked because reducing the dimension to a smaller value than suggested by DE will likely lead to information loss. In particular, when considering linear methods, such as Principal Component Analysis (PCA), DE and DR are often accomplished simultaneously. However, in this paper we will focus on a particular class of deep neural networks called autoencoders which are used extensively for DR but are less well studied for DE. We show that several important questions arise when using AEs for DE, above and beyond those that arise for more classic DR/DE techniques such as PCA. We address AE architectural choices and regularization techniques that allow one to transform AE latent layer representations into estimates of intrinsic dimension. We demonstrate the effectiveness of our techniques on synthetic, image processing benchmark problems, and, most importantly, the analysis of financial markets.;2020;Advanced Classification Methods with Applications (f8);
83;An Investigation of Dynamic Feature Selection Methods Applied to Classifier Ensembles;;The aim of this paper is to investigate the use of Dynamic Feature Selection in classifier ensembles, aiming at improving its diversity and the performance of these systems. In order to do that, four dynamic feature selection techniques are proposed and investigated in this paper. Therefore, an empirical analysis will be conducted, using different selection rates and ensemble sizes. Additionally, a comparative analysis will be conducted, with existing ensemble generation methods.;2020;Advanced Classification Methods with Applications (f8);
84;Domain adaptation from clinical trials data to the tertiary care clinic - Application to ALS.;Amyotrophic lateral sclerosis (ALS), clinical trials data, disease-state prediction, LSTM, domain adaptation;Amyotrophic lateral sclerosis (ALS) is a devastating and incurable disease affecting motor neurons, leading to progressive paralysis and death on average within three to five years from onset. The disease is characterized by highly variable patterns and rates of progression, which pose challenges to developing reliable and accurate ALS disease state prediction models to be used on a daily basis in clinics with little data. To meet these challenges, we suggest domain adaptation from a large, but unfortunately biased, clinical trials database to that of a tertiary care ALS clinic. To evaluate the reliability and accuracy of the suggested paradigm, we examine a naïve approach by which training is based only on the clinical trials data compared with a domain adaptation approach of an initial training using this same data followed by fine-tuning training using the clinic data. We also allow summarization of the clinical longitudinal data to evaluate non-temporal models, e.g., random forest (RF), XGBoost (XGB), and multilayer perceptron (MLP), partially exploiting the dynamic information hidden in patient clinical records, in comparison to the long short-term memory (LSTM) recurrent neural network, fully exploiting the temporal information in the data. First, we notice the XGB outperformance in terms of the ALS disease state prediction error to the RF and MLP, but surprisingly also to the LSTM regardless of prediction time (up to 24 months ahead). We contribute the inferiority of the highly parametrized neural network to the impact of the curse of dimensionality. Second, we show that this error does not significantly increase when the model is trained using only the clinical trials data, especially for LSTM in long prediction times. Finally, we demonstrate that fine-tuning of the clinical trials-based pre-trained model using the clinic data improves the LSTM and MLP performance compared to using solely the clinical trials or clinic data.;2020;Advanced Classification Methods with Applications (f8);
85;Improving Fraud Detection and Concept Drift Adaptation in Credit Card Transactions Using Incremental Gradient Boosting Trees;Fraud detection, Concept Drift, Imbalanced Data, Gradient Boosting Trees, Incremental Learning, Catastrophic Forgetting;Due to the increase in the use of credit cards in electronic shopping, card payments for online commerce have rapidly become a popular trend, which also led to the growth in the number of retailers. Because of these various online shopping options, a more frequent variation in the spending behaviors of the customers and purchasing trends of online markets, known as concept drift problem, can be observed over time which also causes an increase in the need for novel fraudulent strategies. This drifting problem may significantly hinder the effective performance of state-of-the-art fraud detection approaches in real credit card transaction data, which also has the imbalanced class distribution problem. In this study, a card-based incremental Gradient Boosting Tree (GBT) is investigated to detect credit card frauds and to adapt in real-time to drifts occurred in online transactions. The card-based incremental learning is achieved in which the transactions of the fraudulent credit cards reported in each day are incrementally learned by the GBT model. Therefore, the card-based incremental GBT model is compared with the regular GBT model, and retraining of a new transaction set formed by combining the previous set and the transactions of the cards reported as fraudulent. The experiments have been carried out on the 4-month real transaction data from December 2019 to March 2020 in which the concept drift problem occurred in December, dramatically affecting the performance of the GBT model. In these experiments, the improvements in the fraud detection performance have been realized in all months, and also the effectiveness of the card-based increment has been verified by comparing it with the transaction-based incremental learning that may cause catastrophic forgetting problem.;2020;Advanced Classification Methods with Applications (f8);
86;Spatio-Temporal Change Detection with Granger Causality Based Cluster Sequence Mining;relation mining, causal detection, change detection;We proposed a method to extract causal relations of clusters from multi-dimensional event sequence data, along with another method to detect the changes of the extracted relations over time. The proposed Granger Cluster Sequence Mining (GCSM) algorithm identifies the pairs of spatial data clusters that have causality over time with each other. It extends the Cluster Sequence Mining algorithm, which utilized a statistical inference technique to identify occurrence relation, with a causality based on Granger causality. We also proposed a statistical model to infer the changes over time of each extracted causal relation. With experiments using synthetic data and semi-real data, we confirmed that the algorithm works correctly, and able to extract the embedded causal relations with high F-score and high accuracy of change points.;2020;Forecasting in Time Series (i9);
87;CAE: Towards Crowd Anarchism Exploration;Dense HOG, Dense HMG, RBF SVM, Bounding Box, IoU;Towards effective violence detection in densely crowded scenes, we introduce two novel computationally inexpensive real time pipelines. One is for automatic crowd violence detection and another for capturing the region with highest crowd concentration. The proposed violence detection architecture uses dense Histogram of Oriented Gradients (HOG) and dense Histogram of Motion Gradients (HMG) for feature extraction and Radial Bias Function Support Vector machine (RBF SVM) for classification. We further contribute by introducing a benchmark dataset, Dense Crowd Turbulence (DCT), having 120 videos of crowd violence and 120 for non-violence. DCT achieves an accuracy of 100% when evaluated with deep learning based violence detection frameworks. The violence detection architecture achieved a near the state of art accuracy of 87.3% on DCT.;2020;Forecasting in Time Series (i9);
88;f2tag - Can Tags be Predicted Using Formulas?;recommender systems, tag prediction, deep learning;The appropriate tagging of questions on Q&A networks like StackExchange is important for organizing the content of these platforms. Accordingly, recommender systems can help the users by suggesting relevant tags for their questions. The data used as input to these recommender systems can be manifold like headlines of the questions or their entire content. In this work, we explore whether mathematical formulas alone are sufficient for predicting tags of mathematical questions. To achieve this goal, we employ and compare well established methods on both textual and visual representations of formulas. To the best of our knowledge, we are the first to use this kind of limited content as input. Our results show that formulas are helpful for finding proper tags while visual representations outperform textual ones.;2020;Forecasting in Time Series (i9);
89;Performance of CatBoost and XGBoost in Medicare Fraud Detection;Gradient Boosted Decision Trees, CatBoost, XGBoost, Class Imbalance, Medicare Fraud;Due to the size of the data involved, performance is an important consideration in the task of detecting fraudulent Medicare insurance claims. We evaluate CatBoost and XGBoost on the task of Medicare fraud detection, and report performance in terms of running time and Area Under the Receiver Operating Characteristic Curve (AUC). We show that adding a categorical feature for XGBoost and CatBoost improves performance in terms of AUC, and that CatBoost's performance is higher in a statistically significant sense. Moreover, we conduct experiments to find the optimal number of decision trees to use for XGBoost and CatBoost in the task of Medicare fraud detection. This is an important contribution because the number of trees in the ensemble governs overall resource consumption of a Gradient Boosted Decision Tree implementation. We find that with a purely numerical dataset, CatBoost and XGBoost yield nearly equivalent performance in terms of AUC, and XGBoost has a shorter training time. With respect to Medicare fraud detection, to the best of our knowledge, this is the first study to evaluate the performance of CatBoost and XGBoost in terms of running time and AUC on highly imbalanced, Big Data. Our contribution of evaluating running time performance on a large imbalanced dataset benefits researchers looking for more efficient utilization of valuable resources.;2020;Forecasting in Time Series (i9);
90;CQ-VAE: Coordinate Quantized VAE for Uncertainty Estimation with Application to Disk Shape Analysis from Lumbar Spine MRI Images;uncertainty, shape regression, discrete latent space, variational autoencoder;"Ambiguity is inevitable in medical images, which often results in different image interpretations (e.g. object boundaries or segmentation maps) from different human experts. Thus, a model that learns the ambiguity and outputs a probability distribution of the target, would be valuable for medical applications to assess the uncertainty of diagnosis. In this paper, we propose a powerful generative model to learn a representation of ambiguity and to generate probabilistic outputs. Our model, named Coordinate Quantization Variational Autoencoder (CQ-VAE) employs a discrete latent space with an internal discrete probability distribution by quantizing the coordinates of a continuous latent space. As a result, the output distribution from CQ-VAE is discrete. During training, Gumbel-Softmax sampling is used to enable backpropagation through the discrete latent space. A matching algorithm is used to establish the correspondence between model-generated samples and ""ground-truth"" samples, which makes a trade-off between the ability to generate new samples and the ability to represent training samples. Besides these probabilistic components to generate possible outputs, our model has a deterministic path to output the best estimation. We demonstrated our method on a lumbar disk image dataset, and the results show that our CQ-VAE can learn lumbar disk shape variation and uncertainty.";2020;Forecasting in Time Series (i9);
91;Towards logical association rule mining on ontology-based semantic trajectories;semantic trajectory, association rule mining, ontology;Mobility patterns have been investigated from multiple point-of-views, and different trajectory data mining paradigms have been proposed in the literature. Recent Semantic Trajectory representations rely on ontologies or RDF triples to represent different semantics, interlink data, and retrieve information. Nonetheless, current Trajectory Data Mining approaches use traditional transaction-based techniques that are not compatible with the relational nature of ontology-based representations. In this paper, we tackle the task of association rules mining by borrowing from the Knowledge Base Refinement field, the state-of-the-art AMIE 3 algorithm. After mining logical rules from a Foursquare dataset, we discuss the issues of applying off-the-shelf mining algorithms and discuss opportunities to develop a domain-tailored approach.;2020;Forecasting in Time Series (i9);
92;Analysis of COVID-19 in different countries using Wigner energy distribution and clustering;COVID-19, Expectation Maximization, Wigner distribution;COVID-19 pandemic has sent ripple effects across the world affecting various economic and social parameters. The spread of the pandemic has been observed to be dynamic and the various measures implemented in different countries had been largely based on the guidelines of maintaining hygiene, frequent disinfection, social distance norms and prevention of community spread. There is an observable trend embedded with stochastic oscillations in pandemic's progress in every country. The fundamental similarity in the pandemic's progress in countries can be deciphered using clustering and this similarity can be used to model the future dynamics of countries from those clustered together. The time-frequency spectral estimation gives the temporal dynamics, frequency and corresponding energy deposited by the epidemic. This work uses Wigner energy spectrum of the pandemic to derive spectral parameters namely energy membership probabilities, deviation from maximum spectral energy for all temporal and frequency deposits and the maximum energy spectral deposit as latent variables with EM algorithm for clustering different countries. The modified EM algorithm with two layer latent representations effectively captures the similarity in the temporal dynamics of different countries.;2020;Forecasting in Time Series (i9);
